year,flujo,macro_sector,lv1,lit_lv1,lv2,lit_lv2,lv3,lit_lv3,lv4,lit_lv4,total_millones,top_paises_lv1,tva_lv1,top_paises_lv2,tva_lv2,top_paises_lv3,tva_lv3,top_paises_lv4,tva_lv4
2023,E,Agroalimentario,24,"Café, té, cacao y azucar",2411,"Café, té, cacao y azucar",241112,Extractos de café,NA,NA,594.91,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Reino Unido, Francia, Alemania",12.7,"Reino Unido, Francia, Alemania",12.7
2023,E,Agroalimentario,24,"Café, té, cacao y azucar",2411,"Café, té, cacao y azucar",241113,Sucedaneos de café,NA,NA,4.14,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Portugal, Francia, Túnez",-22.9,"Portugal, Francia, Túnez",-22.9
2023,E,Agroalimentario,24,"Café, té, cacao y azucar",2411,"Café, té, cacao y azucar",241114,Té,NA,NA,52.5,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Portugal, Francia, Alemania",-16.5,"Portugal, Francia, Alemania",-16.5
2023,E,Agroalimentario,24,"Café, té, cacao y azucar",2411,"Café, té, cacao y azucar",241115,Cacao,NA,NA,296.19,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Francia, Estados Unidos, Italia",15.4,"Francia, Estados Unidos, Italia",15.4
2023,E,Agroalimentario,24,"Café, té, cacao y azucar",2411,"Café, té, cacao y azucar",241116,Azucar,NA,NA,164.9,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Italia",21.2,"Francia, Portugal, Italia",21.2
2023,E,Agroalimentario,24,"Café, té, cacao y azucar",2411,"Café, té, cacao y azucar",241117,Melazas,NA,NA,7.5,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Portugal, Finlandia, Francia",211.1,"Portugal, Finlandia, Francia",211.1
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251111,Miel,NA,NA,107.25,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Alemania, Arabia Saudí",-5.1,"Francia, Alemania, Arabia Saudí",-5.1
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251112,Extractos y jugos y otros productos de origen a,NA,NA,18.69,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Estados Unidos",-15.2,"Francia, Portugal, Estados Unidos",-15.2
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251113,Levaduras,NA,NA,52.13,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Arabia Saudí",26.6,"Francia, Portugal, Arabia Saudí",26.6
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251114,Otras preparaciones alimenticias,NA,NA,1407.62,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Alemania, Francia, Portugal",26.9,"Alemania, Francia, Portugal",26.9
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251115,Especias,NA,NA,448.32,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Estados Unidos, Francia, Alemania",6.9,"Estados Unidos, Francia, Alemania",6.9
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251116,"Gomas, resinas y demás jugos y extractos vegeta",NA,NA,593.35,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Estados Unidos, Alemania, Francia",-33,"Estados Unidos, Alemania, Francia",-33
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251117,Articulos sin cacao de confitería,NA,NA,922.64,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Estados Unidos, Francia, Alemania",18.4,"Estados Unidos, Francia, Alemania",18.4
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251118,Chocolate y preparaciones alimenticias con caca,NA,NA,693.76,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",12.6,"Francia, Portugal, Alemania",12.6
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251119,Pastas alimenticias,NA,NA,246.86,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Reino Unido",4.9,"Francia, Portugal, Reino Unido",4.9
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251120,"Panadería, pastelería y galletería",NA,NA,1863.68,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Portugal, Francia, Reino Unido",19,"Portugal, Francia, Reino Unido",19
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251121,Otras preparaciones a base de harina y cereales,NA,NA,732.39,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Reino Unido",12.8,"Francia, Portugal, Reino Unido",12.8
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251122,Salsas y sopas,NA,NA,775.02,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Reino Unido, Italia",17.4,"Francia, Reino Unido, Italia",17.4
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251123,Helados,NA,NA,323.58,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Portugal, Francia, Reino Unido",29.8,"Portugal, Francia, Reino Unido",29.8
2023,E,Agroalimentario,25,Industrias agroalimentarias,2511,Industrias agroalimentarias,251124,Batidos y postres lácteos,NA,NA,167.12,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Portugal, Francia, Reino Unido",6.9,"Portugal, Francia, Reino Unido",6.9
2023,E,Agroalimentario,AR,AgricolasSinClasificar,AARR,AgricolasSinClasificar,RESTO,AgricolasSinClasificar,NA,NA,420.45,"China, Francia, Alemania",-4.2,"China, Francia, Alemania",-4.2,"China, Francia, Alemania",-4.2,"China, Francia, Alemania",-4.2
2023,E,Industrial,2,PRODUCTOS ENERGETICOS,21,CARBON,210,CARBON,2100,CARBON,789.05,"Avituallamiento Intra., Avituallamiento Extra., Francia",-18.1,"Marruecos, Italia, Turquía",44.1,"Marruecos, Italia, Turquía",44.1,"Marruecos, Italia, Turquía",44.1
2023,E,Industrial,2,PRODUCTOS ENERGETICOS,22,PETROLEO Y DERIVADOS,220,PETROLEO Y DERIVADOS,2200,PETROLEO Y DERIVADOS,23074.03,"Avituallamiento Intra., Avituallamiento Extra., Francia",-18.1,"Avituallamiento Intra., Avituallamiento Extra., Estados Unidos",-9.7,"Avituallamiento Intra., Avituallamiento Extra., Estados Unidos",-9.7,"Avituallamiento Intra., Avituallamiento Extra., Estados Unidos",-9.7
2023,E,Industrial,2,PRODUCTOS ENERGETICOS,23,GAS,230,GAS,2300,GAS,1819.55,"Avituallamiento Intra., Avituallamiento Extra., Francia",-18.1,"Italia, Marruecos, Estados Unidos",-20.8,"Italia, Marruecos, Estados Unidos",-20.8,"Italia, Marruecos, Estados Unidos",-20.8
2023,E,Industrial,2,PRODUCTOS ENERGETICOS,24,CORRIENTE ELECTRICA,240,CORRIENTE ELECTRICA,2400,CORRIENTE ELECTRICA,2930.22,"Avituallamiento Intra., Avituallamiento Extra., Francia",-18.1,"Portugal, Francia, Marruecos",-55.3,"Portugal, Francia, Marruecos",-55.3,"Portugal, Francia, Marruecos",-55.3
2023,E,Industrial,3,MATERIAS PRIMAS,31,MAT. PRIMAS ANIMALES Y VEGETAL,310,MAT. PRIMAS ANIMALES Y VEGETAL,3100,MAT. PRIMAS ANIMALES Y VEGETAL,3568.5,"China, Francia, Portugal",-12.4,"Francia, Portugal, Alemania",-11.1,"Francia, Portugal, Alemania",-11.1,"Francia, Portugal, Alemania",-11.1
2023,E,Industrial,3,MATERIAS PRIMAS,32,MENAS Y MINERALES,320,MENAS Y MINERALES,3200,MENAS Y MINERALES,4806.42,"China, Francia, Portugal",-12.4,"China, Francia, Portugal",-13.3,"China, Francia, Portugal",-13.3,"China, Francia, Portugal",-13.3
2023,E,Industrial,4,SEMIMANUFACTURAS,41,METALES NO FERROSOS,410,METALES NO FERROSOS,4100,METALES NO FERROSOS,8255.59,"Francia, Alemania, Portugal",-10.5,"Francia, Italia, Portugal",-5.4,"Francia, Italia, Portugal",-5.4,"Francia, Italia, Portugal",-5.4
2023,E,Industrial,4,SEMIMANUFACTURAS,42,HIERRO Y ACERO,420,HIERRO Y ACERO,4200,HIERRO Y ACERO,10374.69,"Francia, Alemania, Portugal",-10.5,"Francia, Portugal, Alemania",-17.9,"Francia, Portugal, Alemania",-17.9,"Francia, Portugal, Alemania",-17.9
2023,E,Industrial,4,SEMIMANUFACTURAS,43,PRODUCTOS QUIMICOS,431,PRODUCTOS QUIMICOS ORGANICOS,4310,PRODUCTOS QUIMICOS ORGANICOS,7317.76,"Francia, Alemania, Portugal",-10.5,"Francia, Bélgica, Alemania",-11.6,"Panamá, Francia, Bélgica",17.6,"Panamá, Francia, Bélgica",17.6
2023,E,Industrial,4,SEMIMANUFACTURAS,43,PRODUCTOS QUIMICOS,432,PRODUCTOS QUIMICOS INORGANICOS,4320,PRODUCTOS QUIMICOS INORGANICOS,1415.09,"Francia, Alemania, Portugal",-10.5,"Francia, Bélgica, Alemania",-11.6,"Francia, Portugal, Brasil",-19.3,"Francia, Portugal, Brasil",-19.3
2023,E,Industrial,4,SEMIMANUFACTURAS,43,PRODUCTOS QUIMICOS,433,MEDICAMENTOS,4330,MEDICAMENTOS,21104.98,"Francia, Alemania, Portugal",-10.5,"Francia, Bélgica, Alemania",-11.6,"Bélgica, Suiza, Alemania",-23.2,"Bélgica, Suiza, Alemania",-23.2
2023,E,Industrial,4,SEMIMANUFACTURAS,43,PRODUCTOS QUIMICOS,434,PLASTICOS,4341,MATERIAS PRIMAS PLASTICAS,6367.7,"Francia, Alemania, Portugal",-10.5,"Francia, Bélgica, Alemania",-11.6,"Francia, Portugal, Alemania",-13.7,"Francia, Italia, Alemania",-22.9
2023,E,Industrial,4,SEMIMANUFACTURAS,43,PRODUCTOS QUIMICOS,434,PLASTICOS,4342,MANUFACTURAS PLASTICAS,6777.48,"Francia, Alemania, Portugal",-10.5,"Francia, Bélgica, Alemania",-11.6,"Francia, Portugal, Alemania",-13.7,"Francia, Portugal, Alemania",-2.9
2023,E,Industrial,4,SEMIMANUFACTURAS,43,PRODUCTOS QUIMICOS,435,ABONOS,4350,ABONOS,1350.2,"Francia, Alemania, Portugal",-10.5,"Francia, Bélgica, Alemania",-11.6,"Portugal, Francia, Brasil",-26.6,"Portugal, Francia, Brasil",-26.6
2023,E,Industrial,4,SEMIMANUFACTURAS,43,PRODUCTOS QUIMICOS,436,COLORANTES Y CURTIENTES,4360,COLORANTES Y CURTIENTES,2939.16,"Francia, Alemania, Portugal",-10.5,"Francia, Bélgica, Alemania",-11.6,"Italia, Portugal, Francia",-11.7,"Italia, Portugal, Francia",-11.7
2023,E,Industrial,4,SEMIMANUFACTURAS,43,PRODUCTOS QUIMICOS,437,ACEITES ESENCIALES Y PERFUMADO,4370,ACEITES ESENCIALES Y PERFUMADO,8835,"Francia, Alemania, Portugal",-10.5,"Francia, Bélgica, Alemania",-11.6,"Francia, Alemania, Portugal",16.7,"Francia, Alemania, Portugal",16.7
2023,E,Industrial,4,SEMIMANUFACTURAS,43,PRODUCTOS QUIMICOS,438,OTROS PRODUCTOS QUIMICOS,4380,OTROS PRODUCTOS QUIMICOS,7387.26,"Francia, Alemania, Portugal",-10.5,"Francia, Bélgica, Alemania",-11.6,"Francia, Italia, Estados Unidos",-12.2,"Francia, Italia, Estados Unidos",-12.2
2023,E,Industrial,4,SEMIMANUFACTURAS,44,OTRAS SEMIMANUFACTURAS,441,PAPEL,4410,PAPEL,4879.39,"Francia, Alemania, Portugal",-10.5,"Francia, Portugal, Estados Unidos",-4.1,"Francia, Portugal, Italia",-12.3,"Francia, Portugal, Italia",-12.3
2023,E,Industrial,4,SEMIMANUFACTURAS,44,OTRAS SEMIMANUFACTURAS,442,MATERIAL DE CONSTRUCCION,4421,CAL Y CEMENTO,1298.99,"Francia, Alemania, Portugal",-10.5,"Francia, Portugal, Estados Unidos",-4.1,"Francia, Estados Unidos, Reino Unido",-9.3,"Francia, Reino Unido, Portugal",1.5
2023,E,Industrial,4,SEMIMANUFACTURAS,44,OTRAS SEMIMANUFACTURAS,442,MATERIAL DE CONSTRUCCION,4422,OTROS MAT. DE CONSTRUCCION,5914.98,"Francia, Alemania, Portugal",-10.5,"Francia, Portugal, Estados Unidos",-4.1,"Francia, Estados Unidos, Reino Unido",-9.3,"Estados Unidos, Francia, Reino Unido",-11.5
2023,E,Industrial,4,SEMIMANUFACTURAS,44,OTRAS SEMIMANUFACTURAS,442,MATERIAL DE CONSTRUCCION,4423,VIDRIO,875.05,"Francia, Alemania, Portugal",-10.5,"Francia, Portugal, Estados Unidos",-4.1,"Francia, Estados Unidos, Reino Unido",-9.3,"Portugal, Francia, Alemania",-8.6
2023,E,Industrial,4,SEMIMANUFACTURAS,44,OTRAS SEMIMANUFACTURAS,443,NEUMATICOS Y CAMARAS,4430,NEUMATICOS Y CAMARAS,3506.69,"Francia, Alemania, Portugal",-10.5,"Francia, Portugal, Estados Unidos",-4.1,"Francia, Alemania, Portugal",26.5,"Francia, Alemania, Portugal",26.5
2023,E,Industrial,4,SEMIMANUFACTURAS,44,OTRAS SEMIMANUFACTURAS,444,RESTO OTRAS SEMIMANUFACTURAS,4440,RESTO OTRAS SEMIMANUFACTURAS,3271.51,"Francia, Alemania, Portugal",-10.5,"Francia, Portugal, Estados Unidos",-4.1,"Francia, Portugal, Alemania",-1.7,"Francia, Portugal, Alemania",-1.7
2023,E,Industrial,5,BIENES DE EQUIPO,51,MAQ. ESPECIFICA CIERTAS INDUST,511,MAQUINARIAS AGRICOLA,5110,MAQUINARIAS AGRICOLA,742.72,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",7.5,"Francia, Portugal, Estados Unidos",6.2,"Francia, Portugal, Estados Unidos",6.2
2023,E,Industrial,5,BIENES DE EQUIPO,51,MAQ. ESPECIFICA CIERTAS INDUST,512,MAQUINARIA OBRAS PUBLICAS,5120,MAQUINARIA OBRAS PUBLICAS,599.43,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",7.5,"Francia, Alemania, Portugal",-4,"Francia, Alemania, Portugal",-4
2023,E,Industrial,5,BIENES DE EQUIPO,51,MAQ. ESPECIFICA CIERTAS INDUST,513,MAQUINARIA TEXTIL,5130,MAQUINARIA TEXTIL,357.64,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",7.5,"Estados Unidos, Portugal, Turquía",-0.4,"Estados Unidos, Portugal, Turquía",-0.4
2023,E,Industrial,5,BIENES DE EQUIPO,51,MAQ. ESPECIFICA CIERTAS INDUST,514,MAQUINARIA PARA TRABAJAR METAL,5140,MAQUINARIA PARA TRABAJAR METAL,1741.45,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",7.5,"Estados Unidos, Alemania, Italia",23.6,"Estados Unidos, Alemania, Italia",23.6
2023,E,Industrial,5,BIENES DE EQUIPO,51,MAQ. ESPECIFICA CIERTAS INDUST,515,MAQ. PARA CIERTAS INDUSTRIAS,5150,MAQ. PARA CIERTAS INDUSTRIAS,2716.94,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",7.5,"Estados Unidos, Portugal, Francia",6.2,"Estados Unidos, Portugal, Francia",6.2
2023,E,Industrial,5,BIENES DE EQUIPO,51,MAQ. ESPECIFICA CIERTAS INDUST,516,MAQ. PARA USO GRAL INDUSTRIA,5160,MAQ. PARA USO GRAL INDUSTRIA,12990.11,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",7.5,"Francia, Alemania, Estados Unidos",6.8,"Francia, Alemania, Estados Unidos",6.8
2023,E,Industrial,5,BIENES DE EQUIPO,52,EQUIPO OFICINA Y TELECOMUNIC.,521,EQUIPO DE OFICINA,5210,EQUIPO DE OFICINA,455.89,"Francia, Alemania, Estados Unidos",11.5,"Portugal, Francia, Alemania",4.4,"Portugal, Estados Unidos, Francia",3.1,"Portugal, Estados Unidos, Francia",3.1
2023,E,Industrial,5,BIENES DE EQUIPO,52,EQUIPO OFICINA Y TELECOMUNIC.,522,MAQ. AUTOMATIZACION DATOS,5220,MAQ. AUTOMATIZACION DATOS,1084.29,"Francia, Alemania, Estados Unidos",11.5,"Portugal, Francia, Alemania",4.4,"Portugal, Francia, Alemania",2.8,"Portugal, Francia, Alemania",2.8
2023,E,Industrial,5,BIENES DE EQUIPO,52,EQUIPO OFICINA Y TELECOMUNIC.,523,EQUIPO TELECOMUNICACION,5230,EQUIPO TELECOMUNICACION,3021.41,"Francia, Alemania, Estados Unidos",11.5,"Portugal, Francia, Alemania",4.4,"Portugal, Francia, Italia",5.2,"Portugal, Francia, Italia",5.2
2023,E,Industrial,5,BIENES DE EQUIPO,53,MATERIAL TRANSPORTE,531,MATERIAL FERROVIARIO,5310,MATERIAL FERROVIARIO,1820.25,"Francia, Alemania, Estados Unidos",11.5,"Francia, Italia, Alemania",12.1,"Alemania, Reino Unido, Australia",33.8,"Alemania, Reino Unido, Australia",33.8
2023,E,Industrial,5,BIENES DE EQUIPO,53,MATERIAL TRANSPORTE,532,VEHIC. TRANS. MERCANCIAS CARR.,5320,VEHIC. TRANS. MERCANCIAS CARR.,10116.59,"Francia, Alemania, Estados Unidos",11.5,"Francia, Italia, Alemania",12.1,"Italia, Francia, Alemania",37.4,"Italia, Francia, Alemania",37.4
2023,E,Industrial,5,BIENES DE EQUIPO,53,MATERIAL TRANSPORTE,533,BUQUES,5330,BUQUES,1428.85,"Francia, Alemania, Estados Unidos",11.5,"Francia, Italia, Alemania",12.1,"Arabia Saudí, Gibraltar, Reino Unido",-27,"Arabia Saudí, Gibraltar, Reino Unido",-27
2023,E,Industrial,5,BIENES DE EQUIPO,53,MATERIAL TRANSPORTE,534,AERONAVES,5340,AERONAVES,4322.91,"Francia, Alemania, Estados Unidos",11.5,"Francia, Italia, Alemania",12.1,"Francia, Alemania, Reino Unido",-15.1,"Francia, Alemania, Reino Unido",-15.1
2023,E,Industrial,5,BIENES DE EQUIPO,54,OTROS BIENES DE EQUIPO,541,EQUIPO GENERADOR DE FUERZA,5410,EQUIPO GENERADOR DE FUERZA,3422.14,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",14.7,"Reino Unido, Estados Unidos, Francia",28.4,"Reino Unido, Estados Unidos, Francia",28.4
2023,E,Industrial,5,BIENES DE EQUIPO,54,OTROS BIENES DE EQUIPO,542,APARATOS ELECTRICOS,5421,MOTORES ELECTRICOS,1537.88,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",14.7,"Francia, Alemania, Estados Unidos",22,"Alemania, Estados Unidos, Suecia",6.5
2023,E,Industrial,5,BIENES DE EQUIPO,54,OTROS BIENES DE EQUIPO,542,APARATOS ELECTRICOS,5422,TRANSFORMADORES ELECTRICOS,2322.43,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",14.7,"Francia, Alemania, Estados Unidos",22,"Estados Unidos, Francia, Australia",390.9
2023,E,Industrial,5,BIENES DE EQUIPO,54,OTROS BIENES DE EQUIPO,542,APARATOS ELECTRICOS,5423,OTROS APARATOS ELECTRICOS,11150.04,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",14.7,"Francia, Alemania, Estados Unidos",22,"Francia, Alemania, Portugal",7.4
2023,E,Industrial,5,BIENES DE EQUIPO,54,OTROS BIENES DE EQUIPO,543,APARATOS DE PRECISION,5430,APARATOS DE PRECISION,2865.38,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",14.7,"Francia, Portugal, Alemania",8.6,"Francia, Portugal, Alemania",8.6
2023,E,Industrial,5,BIENES DE EQUIPO,54,OTROS BIENES DE EQUIPO,544,RESTO BIENES DE EQUIPO,5440,RESTO BIENES DE EQUIPO,11270.31,"Francia, Alemania, Estados Unidos",11.5,"Francia, Alemania, Estados Unidos",14.7,"Francia, Alemania, Portugal",4.5,"Francia, Alemania, Portugal",4.5
2023,E,Industrial,6,SECTOR AUTOMOVIL,61,AUTOMOVILES Y MOTOS,610,AUTOMOVILES Y MOTOS,6100,AUTOMOVILES Y MOTOS,39209.99,"Alemania, Francia, Italia",20,"Alemania, Francia, Italia",20.7,"Alemania, Francia, Italia",20.7,"Alemania, Francia, Italia",20.7
2023,E,Industrial,6,SECTOR AUTOMOVIL,62,COMPONENTES DEL AUTOMOVIL,620,COMPONENTES DEL AUTOMOVIL,6200,COMPONENTES DEL AUTOMOVIL,14538.3,"Alemania, Francia, Italia",20,"Alemania, Francia, Marruecos",18.3,"Alemania, Francia, Marruecos",18.3,"Alemania, Francia, Marruecos",18.3
2023,E,Industrial,7,BIENES DE CONSUMO DURADERO,71,ELECTRODOMESTICOS,710,ELECTRODOMESTICOS,7100,ELECTRODOMESTICOS,1778.89,"Francia, Portugal, Alemania",-3.2,"Portugal, Alemania, Francia",-12.2,"Portugal, Alemania, Francia",-12.2,"Portugal, Alemania, Francia",-12.2
2023,E,Industrial,7,BIENES DE CONSUMO DURADERO,72,ELECTRONICA DE CONSUMO,720,ELECTRONICA DE CONSUMO,7200,ELECTRONICA DE CONSUMO,269.72,"Francia, Portugal, Alemania",-3.2,"Portugal, Francia, Italia",1,"Portugal, Francia, Italia",1,"Portugal, Francia, Italia",1
2023,E,Industrial,7,BIENES DE CONSUMO DURADERO,73,MUEBLES,730,MUEBLES,7300,MUEBLES,2859.24,"Francia, Portugal, Alemania",-3.2,"Francia, Portugal, Estados Unidos",2.3,"Francia, Portugal, Estados Unidos",2.3,"Francia, Portugal, Estados Unidos",2.3
2023,E,Industrial,7,BIENES DE CONSUMO DURADERO,74,OTROS BIENES CONSUMO DURADERO,740,OTROS BIENES CONSUMO DURADERO,7400,OTROS BIENES CONSUMO DURADERO,702.84,"Francia, Portugal, Alemania",-3.2,"Francia, Portugal, Alemania",-1,"Francia, Portugal, Alemania",-1,"Francia, Portugal, Alemania",-1
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,81,TEXTILES Y CONFECCION,811,FIBRAS TEXTILES,8110,FIBRAS TEXTILES,307.35,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Portugal",-8.2,"Bélgica, Marruecos, Bangladés",-9.9,"Bélgica, Marruecos, Bangladés",-9.9
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,81,TEXTILES Y CONFECCION,812,HILADOS,8120,HILADOS,449.2,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Portugal",-8.2,"Alemania, Italia, Francia",-18,"Alemania, Italia, Francia",-18
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,81,TEXTILES Y CONFECCION,813,TEJIDOS,8130,TEJIDOS,2094.28,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Portugal",-8.2,"Marruecos, Italia, Francia",-2.8,"Marruecos, Italia, Francia",-2.8
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,81,TEXTILES Y CONFECCION,814,VESTUARIO,8141,ROPA DE PUNTO,1870.89,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Portugal",-8.2,"Francia, Italia, Polonia",-9.2,"Francia, Italia, Portugal",-8.7
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,81,TEXTILES Y CONFECCION,814,VESTUARIO,8142,ROPA NO DE PUNTO,6342.54,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Portugal",-8.2,"Francia, Italia, Polonia",-9.2,"Francia, Italia, Polonia",-11.4
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,81,TEXTILES Y CONFECCION,814,VESTUARIO,8143,RESTO DE PRENDAS,5716.86,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Portugal",-8.2,"Francia, Italia, Polonia",-9.2,"Francia, Italia, Portugal",-6.8
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,81,TEXTILES Y CONFECCION,815,RESTO TEXTILES,8150,RESTO TEXTILES,1781.78,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Portugal",-8.2,"Francia, Portugal, Italia",-2.6,"Francia, Portugal, Italia",-2.6
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,82,CALZADO,820,CALZADO,8200,CALZADO,3475.46,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Alemania",6.7,"Francia, Italia, Alemania",6.7,"Francia, Italia, Alemania",6.7
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,83,JUGUETES,830,JUGUETES,8300,JUGUETES,2139.48,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Portugal",2.5,"Francia, Italia, Portugal",2.5,"Francia, Italia, Portugal",2.5
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,84,ALFARERIA,840,ALFARERIA,8400,ALFARERIA,111.98,"Francia, Italia, Portugal",-2.4,"Francia, Italia, Portugal",-0.5,"Francia, Italia, Portugal",-0.5,"Francia, Italia, Portugal",-0.5
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,85,JOYERIA Y RELOJES,850,JOYERIA Y RELOJES,8500,JOYERIA Y RELOJES,991.88,"Francia, Italia, Portugal",-2.4,"Francia, Estados Unidos, Portugal",-19.6,"Francia, Estados Unidos, Portugal",-19.6,"Francia, Estados Unidos, Portugal",-19.6
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,86,CUERO Y MANUFACTURAS DEL CUERO,860,CUERO Y MANUFACTURAS DEL CUERO,8600,CUERO Y MANUFACTURAS DEL CUERO,576.05,"Francia, Italia, Portugal",-2.4,"Italia, Francia, Portugal",1.4,"Italia, Francia, Portugal",1.4,"Italia, Francia, Portugal",1.4
2023,E,Industrial,8,MANUFACTURAS DE CONSUMO,87,OTRAS MANUFACTURAS DE CONSUMO,870,OTRAS MANUFACTURAS DE CONSUMO,8700,OTRAS MANUFACTURAS DE CONSUMO,7449.44,"Francia, Italia, Portugal",-2.4,"Francia, Portugal, Italia",12.3,"Francia, Portugal, Italia",12.3,"Francia, Portugal, Italia",12.3
2023,I,Agroalimentario,11,Sectores Cárnicos,1111,Bovino,111111,Animales vivos de bovinos,NA,NA,282.97,"Países Bajos, Francia, Alemania",13.7,"Países Bajos, Francia, Polonia",6.6,"Francia, Irlanda, Portugal",19.5,"Francia, Irlanda, Portugal",19.5
2023,I,Agroalimentario,11,Sectores Cárnicos,1111,Bovino,111112,Carne fresca o refrigerada de  bovino,NA,NA,734.82,"Países Bajos, Francia, Alemania",13.7,"Países Bajos, Francia, Polonia",6.6,"Países Bajos, Polonia, Alemania",12.5,"Países Bajos, Polonia, Alemania",12.5
2023,I,Agroalimentario,11,Sectores Cárnicos,1111,Bovino,111113,Carne congelada de  bovino,NA,NA,163.35,"Países Bajos, Francia, Alemania",13.7,"Países Bajos, Francia, Polonia",6.6,"Polonia, Brasil, Alemania",-16.4,"Polonia, Brasil, Alemania",-16.4
