"year","flujo","macro_sector","lv1","lit_lv1","lv2","lit_lv2","lv3","lit_lv3","total_millones","top_paises_lv1","tva_lv1","top_paises_lv2","tva_lv2","top_paises_lv3","tva_lv3"
2023,"E","Agroalimentario","18","Frutas","1811","Frutas","181117","Manzanas, peras y membrillos",208.3,"Alemania, Francia, Reino Unido",13.3,"Alemania, Francia, Reino Unido",13.3,"Italia, Francia, Marruecos",16.1
2023,"E","Agroalimentario","18","Frutas","1811","Frutas","181118","Plátano",14.12,"Alemania, Francia, Reino Unido",13.3,"Alemania, Francia, Reino Unido",13.3,"Portugal, Francia, Países Bajos",13.6
2023,"E","Agroalimentario","18","Frutas","1811","Frutas","181119","Almendras y avellanas",529.55,"Alemania, Francia, Reino Unido",13.3,"Alemania, Francia, Reino Unido",13.3,"Alemania, Francia, Italia",-13.4
2023,"E","Agroalimentario","18","Frutas","1811","Frutas","181120","Uva",458.14,"Alemania, Francia, Reino Unido",13.3,"Alemania, Francia, Reino Unido",13.3,"Reino Unido, Alemania, Francia",14.2
2023,"E","Agroalimentario","18","Frutas","1811","Frutas","181121","Las demás frutas frescas y desecadas y demás fr",1485.62,"Alemania, Francia, Reino Unido",13.3,"Alemania, Francia, Reino Unido",13.3,"Francia, Alemania, Italia",16
2023,"E","Agroalimentario","18","Frutas","1811","Frutas","181122","Frutas congeladas",82.21,"Alemania, Francia, Reino Unido",13.3,"Alemania, Francia, Reino Unido",13.3,"Francia, Alemania, Bélgica",-13.4
2023,"E","Agroalimentario","18","Frutas","1811","Frutas","181123","Frutas conservadas provisionalmente y cortezas",73.88,"Alemania, Francia, Reino Unido",13.3,"Alemania, Francia, Reino Unido",13.3,"Francia, Italia, Alemania",29.5
2023,"E","Agroalimentario","19","Conservas vegetales","1911","Conservas vegetales","191111","Tomate",96.92,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Portugal, Países Bajos",47.3
2023,"E","Agroalimentario","19","Conservas vegetales","1911","Conservas vegetales","191112","Aceituna",815.72,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Estados Unidos, Reino Unido",5.1,"Estados Unidos, Italia, Francia",2.6
2023,"E","Agroalimentario","19","Conservas vegetales","1911","Conservas vegetales","191113","Esparragos",13.68,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Dinamarca, Portugal",-13
2023,"E","Agroalimentario","19","Conservas vegetales","1911","Conservas vegetales","191114","Las demás hortalizas",892.55,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Portugal, Reino Unido",13.5
2023,"E","Agroalimentario","19","Conservas vegetales","1911","Conservas vegetales","191115","Zumos",769.19,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Reino Unido, Portugal",7.8
2023,"E","Agroalimentario","19","Conservas vegetales","1911","Conservas vegetales","191116","Confituras y mermeladas",222.41,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Portugal, Alemania",-11.8
2023,"E","Agroalimentario","19","Conservas vegetales","1911","Conservas vegetales","191117","Las demás frutas",501.25,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Estados Unidos, Reino Unido",5.1,"Francia, Alemania, Países Bajos",-4.1
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201111","Agua",81.48,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Francia, Portugal, Andorra",0.8
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201112","Bebidas refrescantes",516.4,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Portugal, Francia, Reino Unido",15.5
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201113","Cerveza",324.23,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Cuba, Portugal, China",3.6
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201114","Mosto",321.14,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Italia, Francia, Estados Unidos",6.7
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201115","Vino",2936.75,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Alemania, Estados Unidos, Reino Unido",-2.2
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201116","Vermut y vino aromátizado",80.56,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Estados Unidos, Francia, Japón",-8
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201117","Otras bebidas fermentadas",30.15,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Estados Unidos, Portugal, Reino Unido",7.9
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201118","Bebidas espirituosas",1014.23,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Filipinas, Alemania, Reino Unido",-5
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201119","Alcohol",451.01,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Francia, Grecia, Portugal",33.5
2023,"E","Agroalimentario","20","Vinos y bebidas","2011","Vinos y bebidas","201120","Vinagre y sucedáneos",55.12,"Francia, Alemania, Reino Unido",1.6,"Francia, Alemania, Reino Unido",1.6,"Estados Unidos, Reino Unido, Francia",4.8
2023,"E","Agroalimentario","21","Tabaco","2111","Tabaco","211111","Tabaco",414.04,"Indeterminado Extra., Alemania, Portugal",31.3,"Indeterminado Extra., Alemania, Portugal",31.3,"Indeterminado Extra., Alemania, Portugal",31.3
2023,"E","Agroalimentario","22","Grasas y aceites","2211","Grasas y aceites","221111","Aceite de soja",373.52,"Italia, Portugal, Estados Unidos",-5.4,"Italia, Portugal, Estados Unidos",-5.4,"Marruecos, Italia, Egipto",-32.7
2023,"E","Agroalimentario","22","Grasas y aceites","2211","Grasas y aceites","221112","Aceite de oliva",4496.47,"Italia, Portugal, Estados Unidos",-5.4,"Italia, Portugal, Estados Unidos",-5.4,"Italia, Estados Unidos, Portugal",1.7
2023,"E","Agroalimentario","22","Grasas y aceites","2211","Grasas y aceites","221113","Aceite de girasol",423.32,"Italia, Portugal, Estados Unidos",-5.4,"Italia, Portugal, Estados Unidos",-5.4,"Portugal, Francia, Estados Unidos",-33.4
2023,"E","Agroalimentario","22","Grasas y aceites","2211","Grasas y aceites","221114","Margarina",323.21,"Italia, Portugal, Estados Unidos",-5.4,"Italia, Portugal, Estados Unidos",-5.4,"Francia, Portugal, Estados Unidos",9.3
2023,"E","Agroalimentario","22","Grasas y aceites","2211","Grasas y aceites","221115","Las demás grasas y aceites animales",107.59,"Italia, Portugal, Estados Unidos",-5.4,"Italia, Portugal, Estados Unidos",-5.4,"Francia, Italia, Grecia",3.8
2023,"E","Agroalimentario","22","Grasas y aceites","2211","Grasas y aceites","221116","Las demas grasas y aceites vegetales, y de orig",695.36,"Italia, Portugal, Estados Unidos",-5.4,"Italia, Portugal, Estados Unidos",-5.4,"Italia, Francia, Portugal",-8.6
2023,"E","Agroalimentario","22","Grasas y aceites","2211","Grasas y aceites","221117","Residuos",471.68,"Italia, Portugal, Estados Unidos",-5.4,"Italia, Portugal, Estados Unidos",-5.4,"Países Bajos, Portugal, Suecia",-7.7
2023,"E","Agroalimentario","23","Semillas, oleaginosas, mandíoca y forraje","2311","Semillas, oleaginosas, mandíoca y forraje","231111","Soja",3.44,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Portugal, Francia, Reino Unido",7.5
2023,"E","Agroalimentario","23","Semillas, oleaginosas, mandíoca y forraje","2311","Semillas, oleaginosas, mandíoca y forraje","231112","Girasol",123.4,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Rusia, Francia, Rumanía",86.8
2023,"E","Agroalimentario","23","Semillas, oleaginosas, mandíoca y forraje","2311","Semillas, oleaginosas, mandíoca y forraje","231113","Otros productos del cápitulo 12",400.67,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Francia, Portugal, Alemania",-10.9
2023,"E","Agroalimentario","23","Semillas, oleaginosas, mandíoca y forraje","2311","Semillas, oleaginosas, mandíoca y forraje","231114","Forrajes",257.93,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Emiratos Árabes Unidos, Arabia Saudí, Jordania",-50.8
2023,"E","Agroalimentario","23","Semillas, oleaginosas, mandíoca y forraje","2311","Semillas, oleaginosas, mandíoca y forraje","231115","Mandioca",37.53,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Francia, Portugal, Emiratos Árabes Unidos",-24.6,"Francia, Alemania, Países Bajos",-21.7
2023,"E","Agroalimentario","24","Café, té, cacao y azucar","2411","Café, té, cacao y azucar","241111","Café",389.19,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Italia",4.1
2023,"E","Agroalimentario","24","Café, té, cacao y azucar","2411","Café, té, cacao y azucar","241112","Extractos de café",594.91,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Reino Unido, Francia, Alemania",12.7
2023,"E","Agroalimentario","24","Café, té, cacao y azucar","2411","Café, té, cacao y azucar","241113","Sucedaneos de café",4.14,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Portugal, Francia, Túnez",-22.9
2023,"E","Agroalimentario","24","Café, té, cacao y azucar","2411","Café, té, cacao y azucar","241114","Té",52.5,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Portugal, Francia, Alemania",-16.5
2023,"E","Agroalimentario","24","Café, té, cacao y azucar","2411","Café, té, cacao y azucar","241115","Cacao",296.19,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Francia, Estados Unidos, Italia",15.4
2023,"E","Agroalimentario","24","Café, té, cacao y azucar","2411","Café, té, cacao y azucar","241116","Azucar",164.9,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Italia",21.2
2023,"E","Agroalimentario","24","Café, té, cacao y azucar","2411","Café, té, cacao y azucar","241117","Melazas",7.5,"Francia, Portugal, Reino Unido",10.6,"Francia, Portugal, Reino Unido",10.6,"Portugal, Finlandia, Francia",211.1
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251111","Miel",107.25,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Alemania, Arabia Saudí",-5.1
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251112","Extractos y jugos y otros productos de origen a",18.69,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Estados Unidos",-15.2
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251113","Levaduras",52.13,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Arabia Saudí",26.6
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251114","Otras preparaciones alimenticias",1407.62,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Alemania, Francia, Portugal",26.9
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251115","Especias",448.32,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Estados Unidos, Francia, Alemania",6.9
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251116","Gomas, resinas y demás jugos y extractos vegeta",593.35,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Estados Unidos, Alemania, Francia",-33
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251117","Articulos sin cacao de confitería",922.64,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Estados Unidos, Francia, Alemania",18.4
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251118","Chocolate y preparaciones alimenticias con caca",693.76,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",12.6
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251119","Pastas alimenticias",246.86,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Reino Unido",4.9
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251120","Panadería, pastelería y galletería",1863.68,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Portugal, Francia, Reino Unido",19
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251121","Otras preparaciones a base de harina y cereales",732.39,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Reino Unido",12.8
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251122","Salsas y sopas",775.02,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Francia, Reino Unido, Italia",17.4
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251123","Helados",323.58,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Portugal, Francia, Reino Unido",29.8
2023,"E","Agroalimentario","25","Industrias agroalimentarias","2511","Industrias agroalimentarias","251124","Batidos y postres lácteos",167.12,"Francia, Portugal, Alemania",11.3,"Francia, Portugal, Alemania",11.3,"Portugal, Francia, Reino Unido",6.9
2023,"E","Agroalimentario","AR","AgricolasSinClasificar","AARR","AgricolasSinClasificar","RESTO","AgricolasSinClasificar",420.45,"China, Francia, Alemania",-4.2,"China, Francia, Alemania",-4.2,"China, Francia, Alemania",-4.2
2024,"E","Agroalimentario","11","Sectores Cárnicos","1111","Bovino","111111","Animales vivos de bovinos",261.87,"Francia, Portugal, Italia",0.7,"Portugal, Italia, Francia",7.5,"Marruecos, Portugal, Líbano",-8.1
2024,"E","Agroalimentario","11","Sectores Cárnicos","1111","Bovino","111112","Carne fresca o refrigerada de  bovino",1170.96,"Francia, Portugal, Italia",0.7,"Portugal, Italia, Francia",7.5,"Portugal, Italia, Francia",15.1
2024,"E","Agroalimentario","11","Sectores Cárnicos","1111","Bovino","111113","Carne congelada de  bovino",218.05,"Francia, Portugal, Italia",0.7,"Portugal, Italia, Francia",7.5,"Francia, Portugal, Marruecos",-5.9
2024,"E","Agroalimentario","11","Sectores Cárnicos","1111","Bovino","111114","Preparaciones y despojos de  bovino",45.06,"Francia, Portugal, Italia",0.7,"Portugal, Italia, Francia",7.5,"Portugal, Francia, Reino Unido",4.7
2024,"E","Agroalimentario","11","Sectores Cárnicos","1111","Bovino","111115","Despojos de bovino",72.94,"Francia, Portugal, Italia",0.7,"Portugal, Italia, Francia",7.5,"Francia, Portugal, Japón",5.9
2024,"E","Agroalimentario","11","Sectores Cárnicos","1112","Ovino-caprino","111211","Animales vivos de  ovino-caprino",233.13,"Francia, Portugal, Italia",0.7,"Francia, Marruecos, Italia",19.7,"Marruecos, Jordania, Libia",13.5
2024,"E","Agroalimentario","11","Sectores Cárnicos","1112","Ovino-caprino","111212","Carne de ovino-caprino",330.1,"Francia, Portugal, Italia",0.7,"Francia, Marruecos, Italia",19.7,"Francia, Argelia, Italia",25.1
2024,"E","Agroalimentario","11","Sectores Cárnicos","1112","Ovino-caprino","111213","Preparaciones de  ovino-caprino",2.97,"Francia, Portugal, Italia",0.7,"Francia, Marruecos, Italia",19.7,"Francia, Cuba, Portugal",-0.6
2024,"E","Agroalimentario","11","Sectores Cárnicos","1112","Ovino-caprino","111214","Despojos",15.15,"Francia, Portugal, Italia",0.7,"Francia, Marruecos, Italia",19.7,"Grecia, Italia, Francia",13.3
2024,"E","Agroalimentario","11","Sectores Cárnicos","1113","Porcino","111311","Animales vivos de porcino",204.03,"Francia, Portugal, Italia",0.7,"China, Francia, Italia",-1.8,"Portugal, Alemania, Italia",-5.5
2024,"E","Agroalimentario","11","Sectores Cárnicos","1113","Porcino","111312","Carne fresca y refrigerada de porcino",3251.05,"Francia, Portugal, Italia",0.7,"China, Francia, Italia",-1.8,"Italia, Francia, Rumanía",-2.9
2024,"E","Agroalimentario","11","Sectores Cárnicos","1113","Porcino","111313","Carne congelada de  porcino",2848.35,"Francia, Portugal, Italia",0.7,"China, Francia, Italia",-1.8,"Japón, China, Corea del Sur",-3.5
2024,"E","Agroalimentario","11","Sectores Cárnicos","1113","Porcino","111314","Tocino de porcino",148.42,"Francia, Portugal, Italia",0.7,"China, Francia, Italia",-1.8,"Filipinas, Vietnam, Alemania",-17.7
2024,"E","Agroalimentario","11","Sectores Cárnicos","1113","Porcino","111315","Jamones y paleta de porcino",767.72,"Francia, Portugal, Italia",0.7,"China, Francia, Italia",-1.8,"Francia, Alemania, Portugal",8.3
2024,"E","Agroalimentario","11","Sectores Cárnicos","1113","Porcino","111316","Preparaciones de  porcino",951.52,"Francia, Portugal, Italia",0.7,"China, Francia, Italia",-1.8,"Francia, Reino Unido, Portugal",5.6
2024,"E","Agroalimentario","11","Sectores Cárnicos","1113","Porcino","111317","Despojos de  porcino",792.33,"Francia, Portugal, Italia",0.7,"China, Francia, Italia",-1.8,"China, Filipinas, Francia",-3
2024,"E","Agroalimentario","11","Sectores Cárnicos","1114","Aves y huevos","111411","Animales vivos de  aves",110.71,"Francia, Portugal, Italia",0.7,"Portugal, Francia, Reino Unido",3.6,"Portugal, Marruecos, Argelia",38.9
2024,"E","Agroalimentario","11","Sectores Cárnicos","1114","Aves y huevos","111412","Carne de aves",510.99,"Francia, Portugal, Italia",0.7,"Portugal, Francia, Reino Unido",3.6,"Portugal, Francia, Reino Unido",2.5
2024,"E","Agroalimentario","11","Sectores Cárnicos","1114","Aves y huevos","111413","Huevos y Ovoproductos",323.66,"Francia, Portugal, Italia",0.7,"Portugal, Francia, Reino Unido",3.6,"Francia, Portugal, Rusia",-3.4
2024,"E","Agroalimentario","11","Sectores Cárnicos","1114","Aves y huevos","111414","Preparados  de aves",183.34,"Francia, Portugal, Italia",0.7,"Portugal, Francia, Reino Unido",3.6,"Portugal, Reino Unido, Francia",4.3
2024,"E","Agroalimentario","11","Sectores Cárnicos","1115","Otros animales","111511","Otros animales vivos",77.87,"Francia, Portugal, Italia",0.7,"Italia, Francia, Países Bajos",-4.4,"Países Bajos, Francia, Emiratos Árabes Unidos",-0.3
2024,"E","Agroalimentario","11","Sectores Cárnicos","1115","Otros animales","111512","Carne de otros animales",114.38,"Francia, Portugal, Italia",0.7,"Italia, Francia, Países Bajos",-4.4,"Italia, Alemania, Portugal",-6.9
2024,"E","Agroalimentario","12","Lácteos","1211","Lácteos","121111","Leche",462.82,"Portugal, Francia, Italia",5.6,"Portugal, Francia, Italia",5.6,"Francia, Portugal, China",0.3
2024,"E","Agroalimentario","12","Lácteos","1211","Lácteos","121112","Mantequilla",105.22,"Portugal, Francia, Italia",5.6,"Portugal, Francia, Italia",5.6,"Italia, Francia, Portugal",26.1
2024,"E","Agroalimentario","12","Lácteos","1211","Lácteos","121113","Quesos",840.37,"Portugal, Francia, Italia",5.6,"Portugal, Francia, Italia",5.6,"Francia, Portugal, Estados Unidos",4.6
2024,"E","Agroalimentario","12","Lácteos","1211","Lácteos","121114","Yogures y lactosueros",440.05,"Portugal, Francia, Italia",5.6,"Portugal, Francia, Italia",5.6,"Portugal, Francia, China",9.6
2024,"E","Agroalimentario","13","Pesca","1311","Pesca","131111","Peces vivos",33.1,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",-0.6,"Francia, Italia, Portugal",-0.3
2024,"E","Agroalimentario","13","Pesca","1311","Pesca","131112","Pescado fresco",800.31,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",-0.6,"Portugal, Italia, Francia",-5.3
2024,"E","Agroalimentario","13","Pesca","1311","Pesca","131113","Pescado congelado",1117.74,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",-9.8
2024,"E","Agroalimentario","13","Pesca","1311","Pesca","131114","Moluscos, crustáceos y otros invertebrados acuá",1709.62,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",1.2
2024,"E","Agroalimentario","13","Pesca","1311","Pesca","131115","Los demás preparados de productos de la pesca",110.72,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",2.3
2024,"E","Agroalimentario","13","Pesca","1311","Pesca","131116","Conservas de pescados",1133.46,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",-0.6,"Italia, Francia, Portugal",5.7
2024,"E","Agroalimentario","13","Pesca","1311","Pesca","131117","Conservas de moluscos y crustaceos",368.94,"Italia, Portugal, Francia",-0.6,"Italia, Portugal, Francia",-0.6,"Francia, Estados Unidos, Italia",15.9
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141111","Trigo",165.37,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Italia, Túnez, Portugal",320
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141112","Cebada",15.75,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Francia, Portugal, Suecia",-41.1
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141113","Maiz",119,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Francia, Portugal, Reino Unido",-17.1
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141114","Arroz",169.11,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Francia, Portugal, Reino Unido",-19.4
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141115","Otros cereales",25.81,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Portugal, Italia, Francia",18
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141116","Harina de trigo",42.29,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Cuba",-7.1
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141117","Otras harinas",27.96,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Francia, Portugal, Omán",19.4
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141118","Malta",45.47,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Portugal, Bélgica, Italia",-57.6
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141119","Almidón",72.56,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Francia, Portugal, Reino Unido",-20.6
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141120","Grañones y sémola de trigo",39.93,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Francia, Mali, Senegal",-8.5
2024,"E","Agroalimentario","14","Cereales y productos de molinera","1411","Cereales","141121","Otros productos de cereales",160.83,"Portugal, Francia, Italia",-3.3,"Portugal, Francia, Italia",-3.3,"Francia, Portugal, Italia",-0.8
2024,"E","Agroalimentario","15","Industrias alimentarias y piensos","1511","Industrias alimentarias","151111","Residuos de porductos alimentarios",433.65,"Francia, Portugal, Italia",4.3,"Francia, Portugal, Italia",4.3,"Francia, Portugal, Italia",-11.2
2024,"E","Agroalimentario","15","Industrias alimentarias y piensos","1511","Industrias alimentarias","151112","Piensos",1333.6,"Francia, Portugal, Italia",4.3,"Francia, Portugal, Italia",4.3,"Portugal, Francia, Italia",10.6
2024,"E","Agroalimentario","16","Flores y plantas","1611","Flores y plantas","161111","Flores y plantas",700.3,"Francia, Países Bajos, Portugal",13.2,"Francia, Países Bajos, Portugal",13.2,"Francia, Países Bajos, Portugal",13.2
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171112","Pimiento",1665.66,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Alemania, Reino Unido, Francia",2.3
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171113","Pepino",980.61,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Alemania, Reino Unido, Países Bajos",-3.5
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171114","Lechuga",1011.41,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",-1.4
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171115","Patata",219.83,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Portugal, Francia, Alemania",6.4
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171116","Cebolla",186.37,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Alemania, Reino Unido, Portugal",-24.8
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171117","Ajos",455.48,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Alemania, Estados Unidos, Reino Unido",16.3
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171118","Zanahoria",112.61,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Francia, Alemania, Países Bajos",-3
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171119","Las demas hortalizas frescas",2312.8,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Alemania, Reino Unido, Francia",7.2
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171120","Hortalizas congeladas",855.4,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Francia, Alemania, Italia",15.7
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171121","Hortalizas conservadas o secas",177.73,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Portugal",11.5
2024,"E","Agroalimentario","17","Hortalizas y legumbres","1711","Hortalizas y legumbres","171122","Legumbres",82.08,"Alemania, Francia, Reino Unido",4.2,"Alemania, Francia, Reino Unido",4.2,"India, Países Bajos, Alemania",74.3
2024,"E","Agroalimentario","18","Frutas","1811","Frutas","181111","Cítricos",3534.25,"Alemania, Francia, Reino Unido",7.1,"Alemania, Francia, Reino Unido",7.1,"Alemania, Francia, Reino Unido",-1.8
2024,"E","Agroalimentario","18","Frutas","1811","Frutas","181112","Melones y sandías",881.94,"Alemania, Francia, Reino Unido",7.1,"Alemania, Francia, Reino Unido",7.1,"Alemania, Francia, Reino Unido",7.2
