macro_sector,lv1,lit_lv1,lv2,lit_lv2,lv3,lit_lv3,codigo_nc8
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03033930
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03033950
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03033985
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034110
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034190
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034220
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034290
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034310
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034390
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034410
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034490
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034512
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034518
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034591
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034599
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034920
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03034985
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035100
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035310
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035330
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035390
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035410
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035490
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035510
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035530
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035590
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035700
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035910
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035921
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035929
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03035990
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036310
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036330
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036390
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036400
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036500
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036611
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036612
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036613
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036619
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036690
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036700
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036810
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036890
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036910
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036950
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036970
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036980
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03036990
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038115
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038130
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038140
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038150
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038180
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038200
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038300
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038410
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038490
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038910
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038921
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038929
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038931
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038939
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038940
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038950
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038955
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038960
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038965
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038970
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03038990
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03039110
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03039190
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03039215
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03039230
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03039240
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03039250
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03039290
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03039900
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03046100
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03046200
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03046300
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03046900
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047110
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047190
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047200
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047300
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047411
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047415
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047419
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047490
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047500
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047930
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047950
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047980
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03047990
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048100
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048210
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048290
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048310
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048330
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048350
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048390
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048400
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048500
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048600
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048700
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048818
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048822
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048829
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048890
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048910
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048921
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048929
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048930
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048941
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048949
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048960
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03048990
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049100
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049200
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049310
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049390
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049410
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049490
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049510
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049521
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049525
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049529
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049540
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049550
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049590
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049630
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049690
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049700
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049910
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049921
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049923
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049929
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049955
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049961
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049965
Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,03049999
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061110
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061190
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061210
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061290
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061410
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061430
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061490
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061500
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061691
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061699
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061791
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061792
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061793
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061794
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061799
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061910
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03061990
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063100
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063210
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063291
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063299
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063310
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063390
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063400
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063510
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063550
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063590
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063610
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063690
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063910
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03063990
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069100
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069210
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069290
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069310
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069390
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069400
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069511
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069519
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069520
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069530
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069590
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069910
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03069990
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03071110
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03071190
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03071200
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03071900
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03072110
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03072190
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03072210
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03072290
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03072295
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03072910
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03072990
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03073110
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03073190
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03073210
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03073290
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03073920
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03073980
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074210
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074220
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074230
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074240
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074290
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074321
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074325
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074329
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074331
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074333
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074335
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074338
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074391
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074392
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074395
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074399
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074920
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074940
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074950
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074960
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03074980
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03075100
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03075200
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03075900
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03076000
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03077100
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03077210
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03077290
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03077900
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03078200
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03078300
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03078400
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03078800
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03079100
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03079200
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03079900
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03081100
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03081200
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03081900
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03082100
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03082200
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03082900
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03083050
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03083080
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03089010
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03089050
Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",03089090
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03052000
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03053100
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03053211
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03053219
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03053290
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03053910
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03053950
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03053990
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03054100
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03054200
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03054300
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03054410
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03054490
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03054930
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03054980
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03055110
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03055190
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03055200
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03055390
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03055430
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03055450
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03055490
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03055985
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03056100
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03056200
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03056300
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03056950
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03056980
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03057130
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03057140
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03057150
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03057200
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03057900
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03091000
Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,03099000
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041100
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041210
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041291
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041299
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041311
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041319
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041390
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041421
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041426
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041428
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041431
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041436
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041438
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041441
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041446
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041448
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041490
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041511
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041519
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041590
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041600
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041700
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041800
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041910
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041931
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041939
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041950
Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,16041991
